"","x"
"187","#UK Government announces tariff plans as #nodeal Brexit edges closer

“#Newcars imported into the #UK following #Brexit will be subject to a 10.6% tariff in the event of a ‘no-deal’ scenario” Cont. 

More information: https://t.co/L6ArufjENA 

#Cars #Automotive #Autos #CarTariff https://t.co/EngCJajiC0"
"188","‘2019 is “make or break” for #EU5 #CarIndustry’ a recap from Autovista Group making Editor’s Choice in @Fleet_Europe 

“The analysts have drawn up a list of predictions for #Europe’s Big Five (EU5) markets.” Cont. 

<U+27A1><U+FE0F> https://t.co/npEQwcviBF

#Automotive #WLTP #Diesel #Brexit"
"189","Car #manufacturers offer mixed views as #Brexit approaches

More information: https://t.co/jCNER49ITM 

#Automotive #CarProduction #NoDeal #NewCars #OEMs #UK #Europe #AutomotiveIndustry @GroupePSA @BMW @Daimler @ToyotaUK @BentleyMotors @astonmartin @GimsSwiss @VWGroup https://t.co/3zFj3tqnjY"
"190","Well he did have a sign on his Official Car stating <U+0001F921><U+0001F44E>”Bollocks to Brexit “ https://t.co/P4zoqi1T3z"
"191","especially in the Twitter age. So instead politics looks for quick wins.  For Brexit to have worked, politicans needed the ability to say ""We will start the process in 10 years trust us"" it takes politicans 2 years to sort  funding for a village car park resurfacing, rewriting"
"192","What's interesting, last month i was in UK and Germany meeting managers of heavy industries like automotive and construction.
While UK managers full of optimism despite Brexit uncertainaty
the German managers were nervous, had talk about customer postpone orders and weak forecast https://t.co/QVAu7hyDUD"
"193","@ianbirrell I love the way some people talk about May like she's incompetent and stumbles from one car accident to the next. The thing is none of this is accurate. Her and her colleagues both here and in the EU know precisely what they are doing."
"194","@Angela_J_Bailey @jacqnut @AlanJTMarshall @RossThomson_MP @HouseofCommons Car jobs at risk for who?"
"195","@NickStevenson63 @jaypwright @tolethorpe @f505eb72b9cd493 @cjcvo @EyeEdinburgh @touchedinhead @sunick51 @EmilTschepp @Ciolfilicious1 @brianbloop @Davidmetroland @David_Vaporium @Andywilds1 @JamesNNorm @itsapointofview @nicko00127 @Holdstk @Roblev0 @cottageireland @timo_takkinen @ONEnTWOnFREEDOM @fusilier50 @PostTruthPaul @AlanEngland4 @jamesvanwilson @ticketsjaved @Itisallacademic @gerald_gouriet @BILDERBERG_GP @mirandoch @fccologne4eva @fascinatorfun @mac_puck @jetjag100 @jeremythomas212 @hamster_hami @blueunicornmoon @k3books @brianw44 @Nealb2010 @noneedforgreed @leweisnlied @brexit_politics @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @susanstanwix @PJA1066 So you have solid proof of subsidies paid to JLR and not other car companies?"
"196","@cjcvo @JamesNNorm @Davidmetroland @f505eb72b9cd493 @fccologne4eva @ShelleyWilson30 @EyeEdinburgh @sunick51 @Ciolfilicious1 @touchedinhead @EmilTschepp @brianbloop @jaypwright @David_Vaporium @Andywilds1 @NickStevenson63 @tolethorpe @itsapointofview @nicko00127 @Holdstk @Roblev0 @cottageireland @timo_takkinen @ONEnTWOnFREEDOM @fusilier50 @PostTruthPaul @AlanEngland4 @jamesvanwilson @ticketsjaved @Itisallacademic @gerald_gouriet @BILDERBERG_GP @mirandoch @fascinatorfun @mac_puck @jetjag100 @jeremythomas212 @hamster_hami @blueunicornmoon @k3books @brianw44 @Nealb2010 @noneedforgreed @leweisnlied @brexit_politics @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @susanstanwix I've only tweeted what car companies have said. If you don't believe car manufacturers are facing many challenges, then it is you who are being disingenuous."
"197","@JamesNNorm @EyeEdinburgh @NickStevenson63 @touchedinhead @sunick51 @EmilTschepp @Ciolfilicious1 @brianbloop @Davidmetroland @jaypwright @David_Vaporium @Andywilds1 @cjcvo @tolethorpe @itsapointofview @nicko00127 @Holdstk @Roblev0 @cottageireland @f505eb72b9cd493 @timo_takkinen @ONEnTWOnFREEDOM @fusilier50 @PostTruthPaul @AlanEngland4 @jamesvanwilson @ticketsjaved @Itisallacademic @gerald_gouriet @BILDERBERG_GP @mirandoch @fccologne4eva @fascinatorfun @mac_puck @jetjag100 @jeremythomas212 @hamster_hami @blueunicornmoon @k3books @brianw44 @Nealb2010 @noneedforgreed @leweisnlied @brexit_politics @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @susanstanwix @PJA1066 I seem to recall something about the Euro and another car manufacturer....Now what was it? See if you can guess."
"198","@EyeEdinburgh @sunick51 @ShelleyWilson30 @Ciolfilicious1 @touchedinhead @EmilTschepp @brianbloop @Davidmetroland @jaypwright @David_Vaporium @Andywilds1 @JamesNNorm @cjcvo @NickStevenson63 @tolethorpe @itsapointofview @nicko00127 @Holdstk @Roblev0 @cottageireland @f505eb72b9cd493 @timo_takkinen @ONEnTWOnFREEDOM @fusilier50 @PostTruthPaul @AlanEngland4 @jamesvanwilson @ticketsjaved @Itisallacademic @gerald_gouriet @BILDERBERG_GP @mirandoch @fccologne4eva @fascinatorfun @mac_puck @jetjag100 @jeremythomas212 @hamster_hami @blueunicornmoon @k3books @brianw44 @Nealb2010 @noneedforgreed @leweisnlied @brexit_politics @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @susanstanwix The car industry is facing some challenges, brexit uncertainty being just one of them. You are right, I didn't vote for brexit uncertainty, I voted to Leave. Please try and understand the difference before posting more bollox"
"199","@f505eb72b9cd493 @cjcvo @EyeEdinburgh @NickStevenson63 @touchedinhead @sunick51 @EmilTschepp @Ciolfilicious1 @brianbloop @Davidmetroland @jaypwright @David_Vaporium @Andywilds1 @JamesNNorm @tolethorpe @itsapointofview @nicko00127 @Holdstk @Roblev0 @cottageireland @timo_takkinen @ONEnTWOnFREEDOM @fusilier50 @PostTruthPaul @AlanEngland4 @jamesvanwilson @ticketsjaved @Itisallacademic @gerald_gouriet @BILDERBERG_GP @mirandoch @fccologne4eva @fascinatorfun @mac_puck @jetjag100 @jeremythomas212 @hamster_hami @blueunicornmoon @k3books @brianw44 @Nealb2010 @noneedforgreed @leweisnlied @brexit_politics @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @susanstanwix @PJA1066 Yesterday was the death of the car industry in the UK."
"200","@jaypwright @tolethorpe @f505eb72b9cd493 @cjcvo @EyeEdinburgh @NickStevenson63 @touchedinhead @sunick51 @EmilTschepp @Ciolfilicious1 @brianbloop @Davidmetroland @David_Vaporium @Andywilds1 @JamesNNorm @itsapointofview @nicko00127 @Holdstk @Roblev0 @cottageireland @timo_takkinen @ONEnTWOnFREEDOM @fusilier50 @PostTruthPaul @AlanEngland4 @jamesvanwilson @ticketsjaved @Itisallacademic @gerald_gouriet @BILDERBERG_GP @mirandoch @fccologne4eva @fascinatorfun @mac_puck @jetjag100 @jeremythomas212 @hamster_hami @blueunicornmoon @k3books @brianw44 @Nealb2010 @noneedforgreed @leweisnlied @brexit_politics @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @susanstanwix @PJA1066 Which matched this article. Why do revel in the problems faced by the car industry, even though much of it has nothing to do with the EU?
https://t.co/AwsaBvZEA4"
"201","@KateAndrs Are we surprised? I think not. Anyone who has a car sticker that says ""bollox to brexit"" is unlikely to be fair and reasonable."
"202","@EyeEdinburgh @ShelleyWilson30 @fccologne4eva @sunick51 @Ciolfilicious1 @touchedinhead @EmilTschepp @brianbloop @Davidmetroland @jaypwright @David_Vaporium @Andywilds1 @JamesNNorm @cjcvo @NickStevenson63 @tolethorpe @itsapointofview @nicko00127 @Holdstk @Roblev0 @cottageireland @f505eb72b9cd493 @timo_takkinen @ONEnTWOnFREEDOM @fusilier50 @PostTruthPaul @AlanEngland4 @jamesvanwilson @ticketsjaved @Itisallacademic @gerald_gouriet @BILDERBERG_GP @mirandoch @fascinatorfun @mac_puck @jetjag100 @jeremythomas212 @hamster_hami @blueunicornmoon @k3books @brianw44 @Nealb2010 @noneedforgreed @leweisnlied @brexit_politics @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @susanstanwix No. I had a BMW once. Never again. They can go as far as I'm concerned. Workers will be absorbed into other car manufacturers."
"203","@jaypwright @f505eb72b9cd493 @cjcvo @EyeEdinburgh @NickStevenson63 @touchedinhead @sunick51 @EmilTschepp @Ciolfilicious1 @brianbloop @Davidmetroland @David_Vaporium @Andywilds1 @JamesNNorm @tolethorpe @itsapointofview @nicko00127 @Holdstk @Roblev0 @cottageireland @timo_takkinen @ONEnTWOnFREEDOM @fusilier50 @PostTruthPaul @AlanEngland4 @jamesvanwilson @ticketsjaved @Itisallacademic @gerald_gouriet @BILDERBERG_GP @mirandoch @fccologne4eva @fascinatorfun @mac_puck @jetjag100 @jeremythomas212 @hamster_hami @blueunicornmoon @k3books @brianw44 @Nealb2010 @noneedforgreed @leweisnlied @brexit_politics @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @susanstanwix @PJA1066 Ah, you mean a 5% rise in vehicle production to 2015 <U+0001F644> Not turnover.
Now there is uncertainty as to what might happen. Where does it say collapse of the car industry <U+0001F644>"
"204","@duggan_paul @Ibyt4 @NickStevenson63 @IanGianni @ActivistForTru1 @MattGeeSymonds @tolethorpe @jamescoe07 @RosebudOrson @brianbloop @MindedMusically @Macid3000 @Davidmetroland @Charlie_uk45 @snorth86293881 @David_Vaporium @john_waterwood @MarkInNorthWest @ticketsjaved @twvasi @gcanning_1827 @MartinRemains @ShlomoIndiana @dwcwinter @JTillx @VeuveK @stu33JS @jon_mumford1982 @The_Leaver @Miguelsapimp @MeMichelleAria @jeremythomas212 @garysmi35858744 @JohnRya13591294 @Roblev0 @nicko00127 @Andywilds1 @SteveHyde13 @SGTVance @yeast_ie @Chunkyferryman @julia_whane @Neil_Richards @3112Mel @JohnRod76512584 @PostTruthPaul @xtremedoda @iimbucktwo @Miketheoldgit @DibbsErnest How many car manufacturers have left the UK in 2016, 2017, 2018, 2019? That should cover all the brexit uncertainty ones no?"
"205","@jaypwright @f505eb72b9cd493 @cjcvo @EyeEdinburgh @NickStevenson63 @touchedinhead @sunick51 @EmilTschepp @Ciolfilicious1 @brianbloop @Davidmetroland @David_Vaporium @Andywilds1 @JamesNNorm @tolethorpe @itsapointofview @nicko00127 @Holdstk @Roblev0 @cottageireland @timo_takkinen @ONEnTWOnFREEDOM @fusilier50 @PostTruthPaul @AlanEngland4 @jamesvanwilson @ticketsjaved @Itisallacademic @gerald_gouriet @BILDERBERG_GP @mirandoch @fccologne4eva @fascinatorfun @mac_puck @jetjag100 @jeremythomas212 @hamster_hami @blueunicornmoon @k3books @brianw44 @Nealb2010 @noneedforgreed @leweisnlied @brexit_politics @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @susanstanwix @PJA1066 As for the car industry...
https://t.co/AwsaBvZEA4"
"206","@jaypwright @f505eb72b9cd493 @cjcvo @EyeEdinburgh @NickStevenson63 @touchedinhead @sunick51 @EmilTschepp @Ciolfilicious1 @brianbloop @Davidmetroland @David_Vaporium @Andywilds1 @JamesNNorm @tolethorpe @itsapointofview @nicko00127 @Holdstk @Roblev0 @cottageireland @timo_takkinen @ONEnTWOnFREEDOM @fusilier50 @PostTruthPaul @AlanEngland4 @jamesvanwilson @ticketsjaved @Itisallacademic @gerald_gouriet @BILDERBERG_GP @mirandoch @fccologne4eva @fascinatorfun @mac_puck @jetjag100 @jeremythomas212 @hamster_hami @blueunicornmoon @k3books @brianw44 @Nealb2010 @noneedforgreed @leweisnlied @brexit_politics @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @susanstanwix @PJA1066 No. I'm saying political rags like the Guardian have an agenda. You need to read and digest many news sources to realise there are many problems facing the car industry currently. They range from Dieselgate, Electrification of cars, EU trade agreements and yes brexit uncertainty"
"207","@jaypwright @f505eb72b9cd493 @cjcvo @EyeEdinburgh @NickStevenson63 @touchedinhead @sunick51 @EmilTschepp @Ciolfilicious1 @brianbloop @Davidmetroland @David_Vaporium @Andywilds1 @JamesNNorm @tolethorpe @itsapointofview @nicko00127 @Holdstk @Roblev0 @cottageireland @timo_takkinen @ONEnTWOnFREEDOM @fusilier50 @PostTruthPaul @AlanEngland4 @jamesvanwilson @ticketsjaved @Itisallacademic @gerald_gouriet @BILDERBERG_GP @mirandoch @fccologne4eva @fascinatorfun @mac_puck @jetjag100 @jeremythomas212 @hamster_hami @blueunicornmoon @k3books @brianw44 @Nealb2010 @noneedforgreed @leweisnlied @brexit_politics @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @susanstanwix @PJA1066 I found another one in your comic...
https://t.co/HAJQPO1wdT"
