,x
148,"Ex-minister: New immigration plans will leave us short of key workers

https://t.co/trdhgq9RBT

Sent via @updayUK"
149,"Seems pretty damned clear cut.
Plus? We all know there's no extra jobs in any Brexit. We are already losing them, fast. https://t.co/pMQV2R8aQE"
150,"@awstojanovic @TheScepticIsle It's a disaster for the EU in the same way as a Japanese car company being forced to change it's mind about staying in the UK after Brexit was.
For the UK, it's a disaster in the same way as for those thousands of workers just let go from the only remaining decent jobs for miles."
151,.@LeeRowswell's latest feature is published in @ScaffoldingNews and looks at the implications of Brexit on our industry and just some of the considerations for our businesses. You can download the digital edition here: https://t.co/yZBeK59Cor #Brexit #Construction #planning https://t.co/i52MFAzF6D
152,"🇪🇺🇬🇧#Brexit: ""As the situation stands today, the industry may not be able to ensure continuous delivery of critical medical supplies to healthcare systems across the European Union.""

Read our letters to Commissioners @V_Andriukaitis and @EBienkowskaEU: https://t.co/SdoRAcU4NS https://t.co/rRiy28PDRg"
153,"Your job is to protect worker jobs and workers rights. #Brexit , which you support, delivers the opposite and your stance on Honda is no more than an opportunistic PR stunt.  Get the f out! https://t.co/9a9mnjZvme"
154,"And because we will be free I will move my investment company to Ireland , because I love a bit or servitude in my life. #Brexit https://t.co/reCgdMY1vc"
155,"How could the outcome of a no-deal #Brexit affect the UK #insurance industry?
https://t.co/ckRQkoAA3x"
156,"•  Persistent Brexit uncertainties continue to dent sentiment around the GBP.
   •  A modest USD uptick further collaborates to the ongoing retracement slide. 
   •  Traders eye the latest US monthly jobs report for some short-term impetus. https://t.co/Uyf5dNmBOX"
157,"@mrjamesob Brexit is like Harry Kane leaving Tottenham to start a solo career on a team where he's the only player. Sure he's still a great footballer, but he's got no chance on his own against a full team. Yet somehow he's convinced 17.4 million that he'll do great."
158,BBC TV News  busy creating new Brexit jobs latest Reality Check Correspondent.
159,British car part manufacturer expands into Slovakia due to #Brexit threat https://t.co/2dwc5DcguU via @yahooNewsUK
160,As our friends at NE4EU commented Patrick Minford (#JacobReesMogg 's  go-to brexpert) advocates manufacturing being collateral damage for a #noDeal/#wto #brexit. Only 2.6m jobs gone &amp; 44% of exports.
161,#TheresaMay's husband's company has made large profits due to #Brexit https://t.co/LOAI1hIurX
162,"I woke up this morning to the top story on the radio news about the huge assets the banking industry has transferred and is transferring to Europe because of Brexit concerns, and the consequent future tax shrinkage. I can't really find it in online news now. Has it been buried?"
163,"‘Tory activist David Shipley, 36, convinced Resourcing Capital Ventures he could begin his own financial recruitment company after photoshopping wage receipts for business presentations.’  https://t.co/1H60tu2ASk"
164,@Buckfast_Belch @sarah_richens @JasonJHunter Current employment levels reflect the huge amount of activity preparing for brexit and does not necessarily indicate future employment levels. Firms in average have spent £100m+ on planning and migration. What is your source for tax numbers? Would be interesting to know.
165,"👍Is anyone else sick &amp; tired of these 'I might resign if no deal is not taken off the agenda' politicians,they are just a bunch of scaremongers, does any intelligent person think that they would leave their freeloaded jobs because of Brexit NO!🇬🇧😉# https://t.co/QXetL7y6Rc"
166,BREXIT SHOCK: Germany facing massive job losses - UK's hard exit fears mount https://t.co/kmJxQs1yEZ
167,"@freed0m2019 @Drury7Drury As per the article #Germany takes over 100,000 migrants a year. But once they are embedded there they can get an #EU passport and come here if we stay in the #EU Once here they compete with us for homes, jobs, schools , #NHS healthcare etc #brexit"
168,"NEWS: DkIT brought together more than 80 policy-makers, academics &amp; industry from North and South to discuss challenges &amp; opportunities surrounding #BREXIT and implications it may have on the Further and #HigherEducation network in our region. READ MORE: https://t.co/jfv8CwX9rz https://t.co/EmpkfMbVx8"
169,"@jessicaelgot @JohnMannMP @jessphillips Good Mann! The vicious snobbery of the new metro Marxists is worse than the Tories in their contempt for working class. Take Brexit, the only win the working class has had for ages and now the metro Marxists want to take that win away cos “workers are thick” Pure contempt"
170,"#SXSW is a perfect opportunity to talk about how the British music industry maintains its position as a global leader in music post-Brexit: My blog from Austin, Texas @sxsw⁩ ⁦@britishmusicbiz⁩ ⁦@GREATBritain⁩ ⁦@tradegovuk_CI⁩ 🇬🇧🎶 https://t.co/8BS6n6PD2S"
171,"@TLDRNewsUK A plummeting economy will affect everyone in the UK. Just saying. So go #Brexit! Do your worst. We never wanted any money, jobs, security or hope anyways."
172,This is worse than the British Sausage which elevated the now Lord Hacker. Really would you rather parliament worried about clearly non free range branded eggs or getting some basic strands of negotiation together with Europe?https://t.co/nSE7Ihyorv
173,"If Parliament are given all the options for legally binding commitments and still like aristocrats say 'mais non,' attitudes in Europe are going to harden and we see it here.https://t.co/D6BxY5tQgn"
174,"Yeah, it's not worth the paper it's written on unless it's on a 2/3 constitution.https://t.co/alPTtLRcni"
175,"If there are no new strands from the UK for the deal by the end of the month, this no deal will happen, Macron is not alone in blocking this behaviour. We need to show our commitment to our workers, our economy and our EU, in or out..https://t.co/em6WdfmOTC"
176,"New Speak from the Guardian, apparently Labour did not want free movement of people and wanted borders, not the Tories. How I have been bullied over this, what a lie. So the Tories don't want borders now? Hang them.https://t.co/bsza3U47B2"
177,"This 💯 “Theresa May's deal on workers' rights isn't worth the paper it's written on – and @UKLabour MPs should know that”
https://t.co/HRlrLVdwzY by @eloisetodd"
178,"Theresa May quietly ""watering down""workers' rights in Brexit agreement, union warns https://t.co/AbpOLFhzI3 HT @BestForBritain"
179,"@jameskirkup A good article, but a question for you - if you know these MPs, why aren't you naming and shaming them for their failure?

Prioritising one's own career interests over pushing the nation to a sensible Brexit resolution is easily done, isn't it?"
180,If the Labour Party really cared about workers it would turn its back on #Brexit https://t.co/eSCnf9oUZr
181,These are the companies cutting UK jobs and leaving the UK ahead of #Brexit https://t.co/DfWblwb8Pn
182,"@LenMcCluskey I agree with this petition and will sign it, but it is blatantly obvious that this (and other manufacturing jobs leaving the UK) is because of #Brexit

Brexit is ripping jobs out of the UK https://t.co/2ew1O5y4tR"
183,Unions attack May's #Brexit pledge on workers’ rights https://t.co/63LDZjxuCk
184,"Coming up, on the day before #Brexit, great to have UK #Aerospace companies coming to Shannon to meet with the Aerospace Industry in the region. https://t.co/O5yH63PeCh   @ADSgroupUK @ShannonAirport https://t.co/kuZQBHvhNl"
185,@Dasher777 @Albaneoeisime @Baz175 @DarkSideoDunoon @OrangeAndPurpl2 @Deb89719992 @Eurogen10 @ColinMair3 @MontgomeryClif8 @Capekness @johnjac43552154 @crane_driver @Nicolejunemcka1 @bmccaughey66 @AndrewE31603880 @Tonester_7 @GwenDavidson @perthbearblue @daz1985 @Feroxbill1 @TS_3502 @alec_terfani @chrismcg21 @StillYesScot @ScotNatFax @Dabeach @MarkW_1965 @SugarspotAnnie @fleeto91 @Helencoyle18 @JRingpiece @paulsplinux @StephenMcKerro1 @bpth67 @clr1501399bri @JohnTho29498413 @Kat_Bee_123 @DAVIDGHOWIE1 @AlexeiRomanov13 @c9f88673bd50428 @nmckay958 @CompoundAye @WeeGypsyRed @ianrobertson351 @jmccorri35 @margaret8662254 @bmc875 @BRRSC @AngieNeeson @OldBob17 How do you feel when a independent polling company tell you the Union is over and it's caused by Brexit Tories the people you vote for to save the Union...you must be gutted...it's probably why you're a wee angry man.... hahahaha https://t.co/4MuE4n3dW6
186,Today - 18 days out from Brexit &amp; Westminster confirms the vote on the Withdrawal deal WILL go ahead tomorrow + the son of Jean McConville responds plans by American TV company to make a mini series about her abduction &amp; murder
187,May’s proposal on workers’ rights is a joke and @LabourParty MPs considering voting in favour should think again. My piece on the legal advice obtained by @IWGBunion &amp; @TSSAunion and being sent to Labour MPs today: https://t.co/t5Iepvo2Sm
188,What a joke. This betrays a serious misunderstanding of how EU employment law works. The risk of #Brexit Britain being held back by the EU from implementing a more generous employment rights regime is literally 0. https://t.co/ytUJs3W7QZ
189,"1/ Brexit is fundamentally an anti-worker project, and the PM’s announcement today does nothing to change that.  Saying Parliament can consider new workers rights is a non-offer and doesn't come anywhere near the protection workers currently enjoy whilst we are in the EU."
190,"Frances O'Grady: Theresa May's Brexit promises on workers' rights are worthless
 https://t.co/xLsIaemvFc"
191,Why the government’s promises on post-Brexit workers rights are hollow https://t.co/NHz6mmZvo8
192,"Workers’ rights: endangered by Brexit

The Tory government’s offer to give MPs more scrutiny of changes to employment regulation is both flimsy and cynical

 https://t.co/Y4FNB3awQw"
193,"As long as Grayling remains, Gavin Williamson and the rest of the idiocracy have cover. But it might not be there for long now that the New York Times has taken an interest in his career https://t.co/cbwwaicV3T"
